asset,resource,licenceCode,type,operation
https://w3id.org/musow/1638976114-1832004,German Music Archive,CC-BY_v4,Can,CommercialUse
https://w3id.org/musow/1638976114-1832004,German Music Archive,CC-BY_v4,Can,ModifiedWorks
https://w3id.org/musow/1638976114-1832004,German Music Archive,CC-BY_v4,Can,derive
https://w3id.org/musow/1638976114-1832004,German Music Archive,CC-BY_v4,Can,present
https://w3id.org/musow/1638976114-1832004,German Music Archive,CC-BY_v4,Can,modify
https://w3id.org/musow/1638976114-1832004,German Music Archive,CC-BY_v4,Can,reproduce
https://w3id.org/musow/1638976114-1832004,German Music Archive,CC-BY_v4,Can,DerivativeWorks
https://w3id.org/musow/1638976114-1832004,German Music Archive,CC-BY_v4,Can,distribute
https://w3id.org/musow/1638976114-1832004,German Music Archive,CC-BY_v4,Can,chargeDistributionFee
https://w3id.org/musow/1638976114-1832004,German Music Archive,CC-BY_v4,Can,display
https://w3id.org/musow/1638976114-1832004,German Music Archive,CC-BY_v4,Cannot,ChangeLicense
https://w3id.org/musow/1638976114-1832004,German Music Archive,CC-BY_v4,Cannot,promote
https://w3id.org/musow/1638976114-1832004,German Music Archive,CC-BY_v4,Must,modificationNotice
https://w3id.org/musow/1638976114-1832004,German Music Archive,CC-BY_v4,Must,Notice
https://w3id.org/musow/1638976114-1832004,German Music Archive,CC-BY_v4,Must,Attribution
https://w3id.org/musow/1639035923-917963,Maurice Levy Oral History of Music in Pittsburgh Collection (OHMP),CC-BY_v4,Can,CommercialUse
https://w3id.org/musow/1639035923-917963,Maurice Levy Oral History of Music in Pittsburgh Collection (OHMP),CC-BY_v4,Can,ModifiedWorks
https://w3id.org/musow/1639035923-917963,Maurice Levy Oral History of Music in Pittsburgh Collection (OHMP),CC-BY_v4,Can,derive
https://w3id.org/musow/1639035923-917963,Maurice Levy Oral History of Music in Pittsburgh Collection (OHMP),CC-BY_v4,Can,present
https://w3id.org/musow/1639035923-917963,Maurice Levy Oral History of Music in Pittsburgh Collection (OHMP),CC-BY_v4,Can,modify
https://w3id.org/musow/1639035923-917963,Maurice Levy Oral History of Music in Pittsburgh Collection (OHMP),CC-BY_v4,Can,reproduce
https://w3id.org/musow/1639035923-917963,Maurice Levy Oral History of Music in Pittsburgh Collection (OHMP),CC-BY_v4,Can,DerivativeWorks
https://w3id.org/musow/1639035923-917963,Maurice Levy Oral History of Music in Pittsburgh Collection (OHMP),CC-BY_v4,Can,distribute
https://w3id.org/musow/1639035923-917963,Maurice Levy Oral History of Music in Pittsburgh Collection (OHMP),CC-BY_v4,Can,chargeDistributionFee
https://w3id.org/musow/1639035923-917963,Maurice Levy Oral History of Music in Pittsburgh Collection (OHMP),CC-BY_v4,Can,display
https://w3id.org/musow/1639035923-917963,Maurice Levy Oral History of Music in Pittsburgh Collection (OHMP),CC-BY_v4,Cannot,ChangeLicense
https://w3id.org/musow/1639035923-917963,Maurice Levy Oral History of Music in Pittsburgh Collection (OHMP),CC-BY_v4,Cannot,promote
https://w3id.org/musow/1639035923-917963,Maurice Levy Oral History of Music in Pittsburgh Collection (OHMP),CC-BY_v4,Must,modificationNotice
https://w3id.org/musow/1639035923-917963,Maurice Levy Oral History of Music in Pittsburgh Collection (OHMP),CC-BY_v4,Must,Notice
https://w3id.org/musow/1639035923-917963,Maurice Levy Oral History of Music in Pittsburgh Collection (OHMP),CC-BY_v4,Must,Attribution
https://w3id.org/musow/1635268063-596449,CALMA Dataset,Cc010Universal,Can,present
https://w3id.org/musow/1635268063-596449,CALMA Dataset,Cc010Universal,Can,distribute
https://w3id.org/musow/1635268063-596449,CALMA Dataset,Cc010Universal,Can,DerivativeWorks
https://w3id.org/musow/1635268063-596449,CALMA Dataset,Cc010Universal,Can,chargeDistributionFee
https://w3id.org/musow/1635268063-596449,CALMA Dataset,Cc010Universal,Can,modify
https://w3id.org/musow/1635268063-596449,CALMA Dataset,Cc010Universal,Can,ModifiedWorks
https://w3id.org/musow/1635268063-596449,CALMA Dataset,Cc010Universal,Can,derive
https://w3id.org/musow/1635268063-596449,CALMA Dataset,Cc010Universal,Can,ChangeLicense
https://w3id.org/musow/1635268063-596449,CALMA Dataset,Cc010Universal,Can,display
https://w3id.org/musow/1635268063-596449,CALMA Dataset,Cc010Universal,Can,CommercialUse
https://w3id.org/musow/1635268063-596449,CALMA Dataset,Cc010Universal,Can,reproduce
https://w3id.org/musow/1635268063-596449,CALMA Dataset,Cc010Universal,Cannot,promote
https://w3id.org/musow/1645537199-4875615,Machine-readable Schenkerian analyses,CC-BY_v4,Can,CommercialUse
https://w3id.org/musow/1645537199-4875615,Machine-readable Schenkerian analyses,CC-BY_v4,Can,ModifiedWorks
https://w3id.org/musow/1645537199-4875615,Machine-readable Schenkerian analyses,CC-BY_v4,Can,derive
https://w3id.org/musow/1645537199-4875615,Machine-readable Schenkerian analyses,CC-BY_v4,Can,present
https://w3id.org/musow/1645537199-4875615,Machine-readable Schenkerian analyses,CC-BY_v4,Can,modify
https://w3id.org/musow/1645537199-4875615,Machine-readable Schenkerian analyses,CC-BY_v4,Can,reproduce
https://w3id.org/musow/1645537199-4875615,Machine-readable Schenkerian analyses,CC-BY_v4,Can,DerivativeWorks
https://w3id.org/musow/1645537199-4875615,Machine-readable Schenkerian analyses,CC-BY_v4,Can,distribute
https://w3id.org/musow/1645537199-4875615,Machine-readable Schenkerian analyses,CC-BY_v4,Can,chargeDistributionFee
https://w3id.org/musow/1645537199-4875615,Machine-readable Schenkerian analyses,CC-BY_v4,Can,display
https://w3id.org/musow/1645537199-4875615,Machine-readable Schenkerian analyses,CC-BY_v4,Cannot,ChangeLicense
https://w3id.org/musow/1645537199-4875615,Machine-readable Schenkerian analyses,CC-BY_v4,Cannot,promote
https://w3id.org/musow/1645537199-4875615,Machine-readable Schenkerian analyses,CC-BY_v4,Must,modificationNotice
https://w3id.org/musow/1645537199-4875615,Machine-readable Schenkerian analyses,CC-BY_v4,Must,Notice
https://w3id.org/musow/1645537199-4875615,Machine-readable Schenkerian analyses,CC-BY_v4,Must,Attribution
https://w3id.org/musow/1635268063-601682,SAWA,GNU_GPL_v3,Can,reproduce
https://w3id.org/musow/1635268063-601682,SAWA,GNU_GPL_v3,Can,distribute
https://w3id.org/musow/1635268063-601682,SAWA,GNU_GPL_v3,Can,display
https://w3id.org/musow/1635268063-601682,SAWA,GNU_GPL_v3,Can,modify
https://w3id.org/musow/1635268063-601682,SAWA,GNU_GPL_v3,Can,CommercialUse
https://w3id.org/musow/1635268063-601682,SAWA,GNU_GPL_v3,Can,present
https://w3id.org/musow/1635268063-601682,SAWA,GNU_GPL_v3,Can,ModifiedWorks
https://w3id.org/musow/1635268063-601682,SAWA,GNU_GPL_v3,Can,derive
https://w3id.org/musow/1635268063-601682,SAWA,GNU_GPL_v3,Can,DerivativeWorks
https://w3id.org/musow/1635268063-601682,SAWA,GNU_GPL_v3,Cannot,ChangeLicense
https://w3id.org/musow/1635268063-601682,SAWA,GNU_GPL_v3,Cannot,promote
https://w3id.org/musow/1635268063-601682,SAWA,GNU_GPL_v3,Must,SourceCode
https://w3id.org/musow/1635268063-601682,SAWA,GNU_GPL_v3,Must,Notice
https://w3id.org/musow/1635268063-601682,SAWA,GNU_GPL_v3,Must,Attribution
https://w3id.org/musow/1635268063-601682,SAWA,GNU_GPL_v3,Must,modificationNotice
https://w3id.org/musow/1635268063-59043,Templeton Digital Collections,Cc010Universal,Can,present
https://w3id.org/musow/1635268063-59043,Templeton Digital Collections,Cc010Universal,Can,distribute
https://w3id.org/musow/1635268063-59043,Templeton Digital Collections,Cc010Universal,Can,DerivativeWorks
https://w3id.org/musow/1635268063-59043,Templeton Digital Collections,Cc010Universal,Can,chargeDistributionFee
https://w3id.org/musow/1635268063-59043,Templeton Digital Collections,Cc010Universal,Can,modify
https://w3id.org/musow/1635268063-59043,Templeton Digital Collections,Cc010Universal,Can,ModifiedWorks
https://w3id.org/musow/1635268063-59043,Templeton Digital Collections,Cc010Universal,Can,derive
https://w3id.org/musow/1635268063-59043,Templeton Digital Collections,Cc010Universal,Can,ChangeLicense
https://w3id.org/musow/1635268063-59043,Templeton Digital Collections,Cc010Universal,Can,display
https://w3id.org/musow/1635268063-59043,Templeton Digital Collections,Cc010Universal,Can,CommercialUse
https://w3id.org/musow/1635268063-59043,Templeton Digital Collections,Cc010Universal,Can,reproduce
https://w3id.org/musow/1635268063-59043,Templeton Digital Collections,Cc010Universal,Cannot,promote
https://w3id.org/musow/1638974765-663959,Audio Culture,CC-BY_v4,Can,CommercialUse
https://w3id.org/musow/1638974765-663959,Audio Culture,CC-BY_v4,Can,ModifiedWorks
https://w3id.org/musow/1638974765-663959,Audio Culture,CC-BY_v4,Can,derive
https://w3id.org/musow/1638974765-663959,Audio Culture,CC-BY_v4,Can,present
https://w3id.org/musow/1638974765-663959,Audio Culture,CC-BY_v4,Can,modify
https://w3id.org/musow/1638974765-663959,Audio Culture,CC-BY_v4,Can,reproduce
https://w3id.org/musow/1638974765-663959,Audio Culture,CC-BY_v4,Can,DerivativeWorks
https://w3id.org/musow/1638974765-663959,Audio Culture,CC-BY_v4,Can,distribute
https://w3id.org/musow/1638974765-663959,Audio Culture,CC-BY_v4,Can,chargeDistributionFee
https://w3id.org/musow/1638974765-663959,Audio Culture,CC-BY_v4,Can,display
https://w3id.org/musow/1638974765-663959,Audio Culture,CC-BY_v4,Cannot,ChangeLicense
https://w3id.org/musow/1638974765-663959,Audio Culture,CC-BY_v4,Cannot,promote
https://w3id.org/musow/1638974765-663959,Audio Culture,CC-BY_v4,Must,modificationNotice
https://w3id.org/musow/1638974765-663959,Audio Culture,CC-BY_v4,Must,Notice
https://w3id.org/musow/1638974765-663959,Audio Culture,CC-BY_v4,Must,Attribution
https://w3id.org/musow/1645597211-3453195,JAAH: Audio-aligned jazz harmony dataset,CC-BY_v4,Can,CommercialUse
https://w3id.org/musow/1645597211-3453195,JAAH: Audio-aligned jazz harmony dataset,CC-BY_v4,Can,ModifiedWorks
https://w3id.org/musow/1645597211-3453195,JAAH: Audio-aligned jazz harmony dataset,CC-BY_v4,Can,derive
https://w3id.org/musow/1645597211-3453195,JAAH: Audio-aligned jazz harmony dataset,CC-BY_v4,Can,present
https://w3id.org/musow/1645597211-3453195,JAAH: Audio-aligned jazz harmony dataset,CC-BY_v4,Can,modify
https://w3id.org/musow/1645597211-3453195,JAAH: Audio-aligned jazz harmony dataset,CC-BY_v4,Can,reproduce
https://w3id.org/musow/1645597211-3453195,JAAH: Audio-aligned jazz harmony dataset,CC-BY_v4,Can,DerivativeWorks
https://w3id.org/musow/1645597211-3453195,JAAH: Audio-aligned jazz harmony dataset,CC-BY_v4,Can,distribute
https://w3id.org/musow/1645597211-3453195,JAAH: Audio-aligned jazz harmony dataset,CC-BY_v4,Can,chargeDistributionFee
https://w3id.org/musow/1645597211-3453195,JAAH: Audio-aligned jazz harmony dataset,CC-BY_v4,Can,display
https://w3id.org/musow/1645597211-3453195,JAAH: Audio-aligned jazz harmony dataset,CC-BY_v4,Cannot,ChangeLicense
https://w3id.org/musow/1645597211-3453195,JAAH: Audio-aligned jazz harmony dataset,CC-BY_v4,Cannot,promote
https://w3id.org/musow/1645597211-3453195,JAAH: Audio-aligned jazz harmony dataset,CC-BY_v4,Must,modificationNotice
https://w3id.org/musow/1645597211-3453195,JAAH: Audio-aligned jazz harmony dataset,CC-BY_v4,Must,Notice
https://w3id.org/musow/1645597211-3453195,JAAH: Audio-aligned jazz harmony dataset,CC-BY_v4,Must,Attribution
https://w3id.org/musow/1635268063-582538,MusicNet,Cc010Universal,Can,present
https://w3id.org/musow/1635268063-582538,MusicNet,Cc010Universal,Can,distribute
https://w3id.org/musow/1635268063-582538,MusicNet,Cc010Universal,Can,DerivativeWorks
https://w3id.org/musow/1635268063-582538,MusicNet,Cc010Universal,Can,chargeDistributionFee
https://w3id.org/musow/1635268063-582538,MusicNet,Cc010Universal,Can,modify
https://w3id.org/musow/1635268063-582538,MusicNet,Cc010Universal,Can,ModifiedWorks
https://w3id.org/musow/1635268063-582538,MusicNet,Cc010Universal,Can,derive
https://w3id.org/musow/1635268063-582538,MusicNet,Cc010Universal,Can,ChangeLicense
https://w3id.org/musow/1635268063-582538,MusicNet,Cc010Universal,Can,display
https://w3id.org/musow/1635268063-582538,MusicNet,Cc010Universal,Can,CommercialUse
https://w3id.org/musow/1635268063-582538,MusicNet,Cc010Universal,Can,reproduce
https://w3id.org/musow/1635268063-582538,MusicNet,Cc010Universal,Cannot,promote
https://w3id.org/musow/1638974935-6715455,BBC Archive collections,CC-BY_v4,Can,CommercialUse
https://w3id.org/musow/1638974935-6715455,BBC Archive collections,CC-BY_v4,Can,ModifiedWorks
https://w3id.org/musow/1638974935-6715455,BBC Archive collections,CC-BY_v4,Can,derive
https://w3id.org/musow/1638974935-6715455,BBC Archive collections,CC-BY_v4,Can,present
https://w3id.org/musow/1638974935-6715455,BBC Archive collections,CC-BY_v4,Can,modify
https://w3id.org/musow/1638974935-6715455,BBC Archive collections,CC-BY_v4,Can,reproduce
https://w3id.org/musow/1638974935-6715455,BBC Archive collections,CC-BY_v4,Can,DerivativeWorks
https://w3id.org/musow/1638974935-6715455,BBC Archive collections,CC-BY_v4,Can,distribute
https://w3id.org/musow/1638974935-6715455,BBC Archive collections,CC-BY_v4,Can,chargeDistributionFee
https://w3id.org/musow/1638974935-6715455,BBC Archive collections,CC-BY_v4,Can,display
https://w3id.org/musow/1638974935-6715455,BBC Archive collections,CC-BY_v4,Cannot,ChangeLicense
https://w3id.org/musow/1638974935-6715455,BBC Archive collections,CC-BY_v4,Cannot,promote
https://w3id.org/musow/1638974935-6715455,BBC Archive collections,CC-BY_v4,Must,modificationNotice
https://w3id.org/musow/1638974935-6715455,BBC Archive collections,CC-BY_v4,Must,Notice
https://w3id.org/musow/1638974935-6715455,BBC Archive collections,CC-BY_v4,Must,Attribution
https://w3id.org/musow/1645598903-145555,A Corpus Study of Rock Music,CC-BY_v4,Can,CommercialUse
https://w3id.org/musow/1645598903-145555,A Corpus Study of Rock Music,CC-BY_v4,Can,ModifiedWorks
https://w3id.org/musow/1645598903-145555,A Corpus Study of Rock Music,CC-BY_v4,Can,derive
https://w3id.org/musow/1645598903-145555,A Corpus Study of Rock Music,CC-BY_v4,Can,present
https://w3id.org/musow/1645598903-145555,A Corpus Study of Rock Music,CC-BY_v4,Can,modify
https://w3id.org/musow/1645598903-145555,A Corpus Study of Rock Music,CC-BY_v4,Can,reproduce
https://w3id.org/musow/1645598903-145555,A Corpus Study of Rock Music,CC-BY_v4,Can,DerivativeWorks
https://w3id.org/musow/1645598903-145555,A Corpus Study of Rock Music,CC-BY_v4,Can,distribute
https://w3id.org/musow/1645598903-145555,A Corpus Study of Rock Music,CC-BY_v4,Can,chargeDistributionFee
https://w3id.org/musow/1645598903-145555,A Corpus Study of Rock Music,CC-BY_v4,Can,display
https://w3id.org/musow/1645598903-145555,A Corpus Study of Rock Music,CC-BY_v4,Cannot,ChangeLicense
https://w3id.org/musow/1645598903-145555,A Corpus Study of Rock Music,CC-BY_v4,Cannot,promote
https://w3id.org/musow/1645598903-145555,A Corpus Study of Rock Music,CC-BY_v4,Must,modificationNotice
https://w3id.org/musow/1645598903-145555,A Corpus Study of Rock Music,CC-BY_v4,Must,Notice
https://w3id.org/musow/1645598903-145555,A Corpus Study of Rock Music,CC-BY_v4,Must,Attribution
https://w3id.org/musow/1635268063-599739,Open Music Score,GnuFreeDocumentationLicense,Can,derive
https://w3id.org/musow/1635268063-599739,Open Music Score,GnuFreeDocumentationLicense,Can,present
https://w3id.org/musow/1635268063-599739,Open Music Score,GnuFreeDocumentationLicense,Can,ModifiedWorks
https://w3id.org/musow/1635268063-599739,Open Music Score,GnuFreeDocumentationLicense,Can,display
https://w3id.org/musow/1635268063-599739,Open Music Score,GnuFreeDocumentationLicense,Can,modify
https://w3id.org/musow/1635268063-599739,Open Music Score,GnuFreeDocumentationLicense,Can,DerivativeWorks
https://w3id.org/musow/1635268063-599739,Open Music Score,GnuFreeDocumentationLicense,Can,reproduce
https://w3id.org/musow/1635268063-599739,Open Music Score,GnuFreeDocumentationLicense,Can,distribute
https://w3id.org/musow/1635268063-599739,Open Music Score,GnuFreeDocumentationLicense,Can,CommercialUse
https://w3id.org/musow/1635268063-599739,Open Music Score,GnuFreeDocumentationLicense,Cannot,chargeDistributionFee
https://w3id.org/musow/1635268063-599739,Open Music Score,GnuFreeDocumentationLicense,Cannot,promote
https://w3id.org/musow/1635268063-599739,Open Music Score,GnuFreeDocumentationLicense,Cannot,ChangeLicense
https://w3id.org/musow/1635268063-599739,Open Music Score,GnuFreeDocumentationLicense,Must,modificationNotice
https://w3id.org/musow/1635268063-599739,Open Music Score,GnuFreeDocumentationLicense,Must,SourceCode
https://w3id.org/musow/1635268063-599739,Open Music Score,GnuFreeDocumentationLicense,Must,Notice
https://w3id.org/musow/1635268063-599739,Open Music Score,GnuFreeDocumentationLicense,Must,Attribution
https://w3id.org/musow/1635268063-599739,Open Music Score,GnuFreeDocumentationLicense,Must,source
https://w3id.org/musow/1635268063-587454,e-codices: Virtual Manuscript Library of Switzerland,CC-BY-NC_v4,Can,modify
https://w3id.org/musow/1635268063-587454,e-codices: Virtual Manuscript Library of Switzerland,CC-BY-NC_v4,Can,chargeDistributionFee
https://w3id.org/musow/1635268063-587454,e-codices: Virtual Manuscript Library of Switzerland,CC-BY-NC_v4,Can,reproduce
https://w3id.org/musow/1635268063-587454,e-codices: Virtual Manuscript Library of Switzerland,CC-BY-NC_v4,Can,present
https://w3id.org/musow/1635268063-587454,e-codices: Virtual Manuscript Library of Switzerland,CC-BY-NC_v4,Can,display
https://w3id.org/musow/1635268063-587454,e-codices: Virtual Manuscript Library of Switzerland,CC-BY-NC_v4,Can,DerivativeWorks
https://w3id.org/musow/1635268063-587454,e-codices: Virtual Manuscript Library of Switzerland,CC-BY-NC_v4,Can,ModifiedWorks
https://w3id.org/musow/1635268063-587454,e-codices: Virtual Manuscript Library of Switzerland,CC-BY-NC_v4,Can,derive
https://w3id.org/musow/1635268063-587454,e-codices: Virtual Manuscript Library of Switzerland,CC-BY-NC_v4,Can,distribute
https://w3id.org/musow/1635268063-587454,e-codices: Virtual Manuscript Library of Switzerland,CC-BY-NC_v4,Cannot,CommercialUse
https://w3id.org/musow/1635268063-587454,e-codices: Virtual Manuscript Library of Switzerland,CC-BY-NC_v4,Cannot,promote
https://w3id.org/musow/1635268063-587454,e-codices: Virtual Manuscript Library of Switzerland,CC-BY-NC_v4,Cannot,ChangeLicense
https://w3id.org/musow/1635268063-587454,e-codices: Virtual Manuscript Library of Switzerland,CC-BY-NC_v4,Must,modificationNotice
https://w3id.org/musow/1635268063-587454,e-codices: Virtual Manuscript Library of Switzerland,CC-BY-NC_v4,Must,Notice
https://w3id.org/musow/1635268063-587454,e-codices: Virtual Manuscript Library of Switzerland,CC-BY-NC_v4,Must,Attribution
https://w3id.org/musow/1638955648-063725,Grove Music Online,CC-BY_v4,Can,CommercialUse
https://w3id.org/musow/1638955648-063725,Grove Music Online,CC-BY_v4,Can,ModifiedWorks
https://w3id.org/musow/1638955648-063725,Grove Music Online,CC-BY_v4,Can,derive
https://w3id.org/musow/1638955648-063725,Grove Music Online,CC-BY_v4,Can,present
https://w3id.org/musow/1638955648-063725,Grove Music Online,CC-BY_v4,Can,modify
https://w3id.org/musow/1638955648-063725,Grove Music Online,CC-BY_v4,Can,reproduce
https://w3id.org/musow/1638955648-063725,Grove Music Online,CC-BY_v4,Can,DerivativeWorks
https://w3id.org/musow/1638955648-063725,Grove Music Online,CC-BY_v4,Can,distribute
https://w3id.org/musow/1638955648-063725,Grove Music Online,CC-BY_v4,Can,chargeDistributionFee
https://w3id.org/musow/1638955648-063725,Grove Music Online,CC-BY_v4,Can,display
https://w3id.org/musow/1638955648-063725,Grove Music Online,CC-BY_v4,Cannot,ChangeLicense
https://w3id.org/musow/1638955648-063725,Grove Music Online,CC-BY_v4,Cannot,promote
https://w3id.org/musow/1638955648-063725,Grove Music Online,CC-BY_v4,Must,modificationNotice
https://w3id.org/musow/1638955648-063725,Grove Music Online,CC-BY_v4,Must,Notice
https://w3id.org/musow/1638955648-063725,Grove Music Online,CC-BY_v4,Must,Attribution
https://w3id.org/musow/1635268063-581944,Jamendo,CC-BY-NC-SA_v4,Can,derive
https://w3id.org/musow/1635268063-581944,Jamendo,CC-BY-NC-SA_v4,Can,ModifiedWorks
https://w3id.org/musow/1635268063-581944,Jamendo,CC-BY-NC-SA_v4,Can,modify
https://w3id.org/musow/1635268063-581944,Jamendo,CC-BY-NC-SA_v4,Can,reproduce
https://w3id.org/musow/1635268063-581944,Jamendo,CC-BY-NC-SA_v4,Can,display
https://w3id.org/musow/1635268063-581944,Jamendo,CC-BY-NC-SA_v4,Can,present
https://w3id.org/musow/1635268063-581944,Jamendo,CC-BY-NC-SA_v4,Can,DerivativeWorks
https://w3id.org/musow/1635268063-581944,Jamendo,CC-BY-NC-SA_v4,Can,distribute
https://w3id.org/musow/1635268063-581944,Jamendo,CC-BY-NC-SA_v4,Cannot,ChangeLicense
https://w3id.org/musow/1635268063-581944,Jamendo,CC-BY-NC-SA_v4,Cannot,promote
https://w3id.org/musow/1635268063-581944,Jamendo,CC-BY-NC-SA_v4,Cannot,CommercialUse
https://w3id.org/musow/1635268063-581944,Jamendo,CC-BY-NC-SA_v4,Must,modificationNotice
https://w3id.org/musow/1635268063-581944,Jamendo,CC-BY-NC-SA_v4,Must,Notice
https://w3id.org/musow/1635268063-581944,Jamendo,CC-BY-NC-SA_v4,Must,Attribution
https://w3id.org/musow/1635268063-595997,Structural Analysis of Large Amounts of Music Information [SALAMI],Cc010Universal,Can,present
https://w3id.org/musow/1635268063-595997,Structural Analysis of Large Amounts of Music Information [SALAMI],Cc010Universal,Can,distribute
https://w3id.org/musow/1635268063-595997,Structural Analysis of Large Amounts of Music Information [SALAMI],Cc010Universal,Can,DerivativeWorks
https://w3id.org/musow/1635268063-595997,Structural Analysis of Large Amounts of Music Information [SALAMI],Cc010Universal,Can,chargeDistributionFee
https://w3id.org/musow/1635268063-595997,Structural Analysis of Large Amounts of Music Information [SALAMI],Cc010Universal,Can,modify
https://w3id.org/musow/1635268063-595997,Structural Analysis of Large Amounts of Music Information [SALAMI],Cc010Universal,Can,ModifiedWorks
https://w3id.org/musow/1635268063-595997,Structural Analysis of Large Amounts of Music Information [SALAMI],Cc010Universal,Can,derive
https://w3id.org/musow/1635268063-595997,Structural Analysis of Large Amounts of Music Information [SALAMI],Cc010Universal,Can,ChangeLicense
https://w3id.org/musow/1635268063-595997,Structural Analysis of Large Amounts of Music Information [SALAMI],Cc010Universal,Can,display
https://w3id.org/musow/1635268063-595997,Structural Analysis of Large Amounts of Music Information [SALAMI],Cc010Universal,Can,CommercialUse
https://w3id.org/musow/1635268063-595997,Structural Analysis of Large Amounts of Music Information [SALAMI],Cc010Universal,Can,reproduce
https://w3id.org/musow/1635268063-595997,Structural Analysis of Large Amounts of Music Information [SALAMI],Cc010Universal,Cannot,promote
https://w3id.org/musow/1635268063-596146,Metrical structure annotations dataset,CC-BY-NC-SA_v4,Can,derive
https://w3id.org/musow/1635268063-596146,Metrical structure annotations dataset,CC-BY-NC-SA_v4,Can,ModifiedWorks
https://w3id.org/musow/1635268063-596146,Metrical structure annotations dataset,CC-BY-NC-SA_v4,Can,modify
https://w3id.org/musow/1635268063-596146,Metrical structure annotations dataset,CC-BY-NC-SA_v4,Can,reproduce
https://w3id.org/musow/1635268063-596146,Metrical structure annotations dataset,CC-BY-NC-SA_v4,Can,display
https://w3id.org/musow/1635268063-596146,Metrical structure annotations dataset,CC-BY-NC-SA_v4,Can,present
https://w3id.org/musow/1635268063-596146,Metrical structure annotations dataset,CC-BY-NC-SA_v4,Can,DerivativeWorks
https://w3id.org/musow/1635268063-596146,Metrical structure annotations dataset,CC-BY-NC-SA_v4,Can,distribute
https://w3id.org/musow/1635268063-596146,Metrical structure annotations dataset,CC-BY-NC-SA_v4,Cannot,ChangeLicense
https://w3id.org/musow/1635268063-596146,Metrical structure annotations dataset,CC-BY-NC-SA_v4,Cannot,promote
https://w3id.org/musow/1635268063-596146,Metrical structure annotations dataset,CC-BY-NC-SA_v4,Cannot,CommercialUse
https://w3id.org/musow/1635268063-596146,Metrical structure annotations dataset,CC-BY-NC-SA_v4,Must,modificationNotice
https://w3id.org/musow/1635268063-596146,Metrical structure annotations dataset,CC-BY-NC-SA_v4,Must,Notice
https://w3id.org/musow/1635268063-596146,Metrical structure annotations dataset,CC-BY-NC-SA_v4,Must,Attribution
https://w3id.org/musow/1645534417-0452876,ABC - The Annotated Beethoven Corpus,CC-BY_v4,Can,CommercialUse
https://w3id.org/musow/1645534417-0452876,ABC - The Annotated Beethoven Corpus,CC-BY_v4,Can,ModifiedWorks
https://w3id.org/musow/1645534417-0452876,ABC - The Annotated Beethoven Corpus,CC-BY_v4,Can,derive
https://w3id.org/musow/1645534417-0452876,ABC - The Annotated Beethoven Corpus,CC-BY_v4,Can,present
https://w3id.org/musow/1645534417-0452876,ABC - The Annotated Beethoven Corpus,CC-BY_v4,Can,modify
https://w3id.org/musow/1645534417-0452876,ABC - The Annotated Beethoven Corpus,CC-BY_v4,Can,reproduce
https://w3id.org/musow/1645534417-0452876,ABC - The Annotated Beethoven Corpus,CC-BY_v4,Can,DerivativeWorks
https://w3id.org/musow/1645534417-0452876,ABC - The Annotated Beethoven Corpus,CC-BY_v4,Can,distribute
https://w3id.org/musow/1645534417-0452876,ABC - The Annotated Beethoven Corpus,CC-BY_v4,Can,chargeDistributionFee
https://w3id.org/musow/1645534417-0452876,ABC - The Annotated Beethoven Corpus,CC-BY_v4,Can,display
https://w3id.org/musow/1645534417-0452876,ABC - The Annotated Beethoven Corpus,CC-BY_v4,Cannot,ChangeLicense
https://w3id.org/musow/1645534417-0452876,ABC - The Annotated Beethoven Corpus,CC-BY_v4,Cannot,promote
https://w3id.org/musow/1645534417-0452876,ABC - The Annotated Beethoven Corpus,CC-BY_v4,Must,modificationNotice
https://w3id.org/musow/1645534417-0452876,ABC - The Annotated Beethoven Corpus,CC-BY_v4,Must,Notice
https://w3id.org/musow/1645534417-0452876,ABC - The Annotated Beethoven Corpus,CC-BY_v4,Must,Attribution
https://w3id.org/musow/1638976909-9197845,National Institute of Musicology Carlos Vega,CC-BY_v4,Can,CommercialUse
https://w3id.org/musow/1638976909-9197845,National Institute of Musicology Carlos Vega,CC-BY_v4,Can,ModifiedWorks
https://w3id.org/musow/1638976909-9197845,National Institute of Musicology Carlos Vega,CC-BY_v4,Can,derive
https://w3id.org/musow/1638976909-9197845,National Institute of Musicology Carlos Vega,CC-BY_v4,Can,present
https://w3id.org/musow/1638976909-9197845,National Institute of Musicology Carlos Vega,CC-BY_v4,Can,modify
https://w3id.org/musow/1638976909-9197845,National Institute of Musicology Carlos Vega,CC-BY_v4,Can,reproduce
https://w3id.org/musow/1638976909-9197845,National Institute of Musicology Carlos Vega,CC-BY_v4,Can,DerivativeWorks
https://w3id.org/musow/1638976909-9197845,National Institute of Musicology Carlos Vega,CC-BY_v4,Can,distribute
https://w3id.org/musow/1638976909-9197845,National Institute of Musicology Carlos Vega,CC-BY_v4,Can,chargeDistributionFee
https://w3id.org/musow/1638976909-9197845,National Institute of Musicology Carlos Vega,CC-BY_v4,Can,display
https://w3id.org/musow/1638976909-9197845,National Institute of Musicology Carlos Vega,CC-BY_v4,Cannot,ChangeLicense
https://w3id.org/musow/1638976909-9197845,National Institute of Musicology Carlos Vega,CC-BY_v4,Cannot,promote
https://w3id.org/musow/1638976909-9197845,National Institute of Musicology Carlos Vega,CC-BY_v4,Must,modificationNotice
